,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
103,0.024832806,38.7822,1,1987,2,1,667.7974
8142,0.022457694,98.6068,5,1985,2,3,2430.17
7228,0.0,133.0626,9,1999,0,1,1573.9512
6928,0.019533098,120.4756,2,2007,1,1,1938.8096
523,0.03532494,38.9506,1,1987,2,1,721.0614
3017,0.253947823,223.8404,4,1985,0,0,675.1212
3851,0.005561538,224.0062,5,1985,2,3,3837.0054
1102,0.008589133,81.0618,2,2007,1,1,1450.1124
1821,0.028988288,239.2222,9,1999,0,1,6692.6216
1415,0.042736348,255.933,7,2002,1,1,3844.995
165,0.077608838,233.4958,2,2007,1,1,5375.0034
8196,0.083683243,198.5426,7,2002,1,1,1186.4556
3308,0.060067115,230.6642,8,1997,0,1,4647.284
7535,0.085268317,229.7668,9,1999,0,1,3916.2356
5003,0.033725743,211.6902,5,1985,2,3,4247.804
6758,0.152294691,98.9358,9,1999,0,1,1508.037
6493,0.038749536,262.0252,6,2004,1,1,4459.5284
5305,0.039207025,116.1176,9,1999,0,1,2633.9048
6515,0.01863822,110.2544,3,2009,2,2,1677.816
3189,0.030219852,114.7176,7,2002,1,1,2748.4224
5956,0.03362713,156.1314,2,2007,1,1,620.5256
7653,0.0,63.7194,3,2009,2,2,1362.2268
7420,0.046866331,170.5422,7,2002,1,1,1551.9798
2555,0.081996013,216.2534,6,2004,1,1,4301.068
3383,0.009878459,47.6034,8,1997,0,1,1312.2918
3962,0.127821472,185.9924,1,1987,2,1,555.2772
5837,0.251094747,156.6288,0,1998,2,0,628.5152
2499,0.024442501,196.411,9,1999,0,1,2749.754
395,0.105761491,84.8908,9,1999,0,1,1677.816
625,0.148492521,240.6854,6,2004,1,1,1691.7978
4791,0.0,45.2402,3,2009,2,2,1148.505
3997,0.046673494,48.4692,3,2009,2,2,591.2304
947,0.061955439,145.1418,5,1985,2,3,4561.3958
761,0.013584408,107.7596,1,1987,2,1,323.5788
3430,0.100799828,78.4328,2,2007,1,1,1467.4232
2739,0.119692888,188.453,7,2002,1,1,4364.319
6407,0.045308131,42.5138,8,1997,0,1,649.8208
5479,0.045239326,174.1054,2,2007,1,1,4377.635
6324,0.041571557,49.9376,8,1997,0,1,623.1888
1443,0.065729039,188.324,1,1987,2,1,1491.392
6990,0.063925726,151.8708,2,2007,1,1,1655.1788
6927,0.048009081,157.0946,6,2004,1,1,2209.1244
4039,0.125942816,176.0028,7,2002,1,1,1239.7196
5497,0.015447454,159.2604,6,2004,1,1,3961.51
645,0.18454121,211.5902,7,2002,1,1,4672.5844
4866,0.024882614,149.4392,6,2004,1,1,1640.5312
7745,0.142699588,171.7448,7,2002,1,1,4431.5648
4526,0.034765901,114.2492,2,2007,1,1,1853.5872
1882,0.021250528,216.5824,7,2002,1,1,5241.1776
4867,0.022878953,262.3594,6,2004,1,1,3924.891
3802,0.029054046,144.6786,9,1999,0,1,2889.572
8309,0.036910398,175.037,8,1997,0,1,2117.244
4147,0.010615026,185.1898,4,1985,0,0,374.1796
2598,0.005638944,184.9924,5,1985,2,3,3146.5708
2541,0.087260103,105.0306,8,1997,0,1,2090.612
8030,0.116928924,183.3292,4,1985,0,0,364.8584
6745,0.085223447,189.2872,9,1999,0,1,6050.7904
2822,0.093983518,175.5712,2,2007,1,1,1230.3984
7834,0.044917289,88.5198,6,2004,1,1,1133.8574
5471,0.014296484,53.7614,9,1999,0,1,1436.7964
5217,0.044652785,247.0802,6,2004,1,1,1228.401
5657,0.041189152,82.8934,7,2002,1,1,818.934
7137,0.038032068,61.351,7,2002,1,1,822.263
5131,0.072655379,229.8668,6,2004,1,1,4837.7028
6547,0.208662546,231.83,4,1985,0,0,466.06
2286,0.055644887,224.9088,9,1999,0,1,2684.5056
6241,0.06173052,159.1578,4,1985,0,0,160.4578
4066,0.163233667,144.6444,9,1999,0,1,2467.4548
2827,0.035769657,40.9138,5,1985,2,3,1380.8692
8195,0.039895009,162.4868,1,1987,2,1,4422.2436
4207,0.112119359,123.0388,5,1985,2,3,1981.4208
3268,0.081953387,176.237,7,2002,1,1,2646.555
183,0.075107656,112.8176,1,1987,2,1,1374.2112
6613,0.032960823,115.0518,9,1999,0,1,1366.2216
3316,0.087380432,109.7228,1,1987,2,1,1547.3192
4057,0.034646067,120.6782,6,2004,1,1,1310.9602
4709,0.072131519,120.1098,7,2002,1,1,2892.2352
1169,0.026355345,100.8332,7,2002,1,1,1537.998
7826,0.053211728,177.6002,5,1985,2,3,8417.7094
5802,0.031397503,91.3462,6,2004,1,1,1388.193
8213,0.099681254,106.428,2,2007,1,1,1917.504
5653,0.02575512,199.6084,7,2002,1,1,3769.7596
5730,0.016804724,163.4552,0,1998,2,0,649.8208
1711,0.181958524,161.0578,0,1998,2,0,481.3734
7825,0.050957715,122.4072,3,2009,2,2,2572.6512
1178,0.007348286,62.8536,8,1997,0,1,796.2968
2129,0.013179388,55.1614,8,1997,0,1,939.4438
2532,0.060654268,174.7712,6,2004,1,1,3339.6528
397,0.00704098,173.5738,8,1997,0,1,2954.1546
1291,0.223440258,52.2298,0,1998,2,0,161.7894
3661,0.093217569,116.7834,5,1985,2,3,4952.8862
3971,0.0,102.4674,0,1998,2,0,203.7348
3458,0.232072674,229.4668,4,1985,0,0,460.7336
1630,0.099832728,87.4856,2,2007,1,1,263.6568
3096,0.096709408,175.8028,7,2002,1,1,3896.2616
7089,0.04903471,39.9506,2,2007,1,1,872.8638
7300,0.029914022,166.2816,1,1987,2,1,2516.724
4087,0.0,228.4668,9,1999,0,1,3916.2356
1289,0.013387211,105.628,9,1999,0,1,1065.28
6514,0.089761211,159.4604,6,2004,1,1,2376.906
7508,0.045522854,35.0874,2,2007,1,1,352.874
5839,0.043755405,182.895,6,2004,1,1,3112.615
6232,0.0,110.0544,9,1999,0,1,2572.6512
3747,0.066672058,248.1092,2,2007,1,1,4233.1564
6182,0.019382568,129.3994,6,2004,1,1,3340.9844
7574,0.0,194.2794,9,1999,0,1,4291.7468
901,0.048339408,41.5138,3,2009,2,2,446.7518
3748,0.015341139,200.0084,3,2009,2,2,1984.084
571,0.035801238,92.612,3,2009,2,2,559.272
1653,0.034563936,45.3086,2,2007,1,1,490.6946
4545,0.069981909,263.0226,1,1987,2,1,6079.4198
7867,0.099113429,52.8666,6,2004,1,1,461.3994
7078,0.173027688,155.2972,9,1999,0,1,3583.3356
3366,0.022291121,93.6094,5,1985,2,3,3713.1666
2309,0.050750977,122.2072,8,1997,0,1,1960.1152
7434,0.016826748,179.166,8,1997,0,1,3056.022
7933,0.061299601,56.2614,7,2002,1,1,552.614
8328,0.054245722,196.0768,3,2009,2,2,5518.1504
5630,0.069229076,55.9614,7,2002,1,1,386.8298
8316,0.043483398,94.3436,2,2007,1,1,2363.59
6743,0.166513779,38.0506,3,2009,2,2,265.6542
1874,0.177971115,174.0422,9,1999,0,1,2069.3064
4452,0.078678276,177.037,1,1987,2,1,3705.177
4704,0.0,117.615,1,1987,2,1,1514.695
2742,0.016956266,109.3228,5,1985,2,3,2431.5016
4335,0.0,164.7184,8,1997,0,1,3962.8416
3271,0.071335395,120.3782,0,1998,2,0,119.1782
560,0.023983258,106.328,3,2009,2,2,958.752
8138,0.085122855,155.4314,7,2002,1,1,3568.0222
2167,0.013393537,106.028,7,2002,1,1,1065.28
7930,0.083536071,255.433,5,1985,2,3,9227.988
7683,0.042685217,120.7782,9,1999,0,1,1072.6038
3437,0.115636723,199.7084,3,2009,2,2,3571.3512
5910,0.039008625,209.0296,1,1987,2,1,2285.0256
6895,0.100149459,78.4328,1,1987,2,1,1158.492
7824,0.046116319,141.818,2,2007,1,1,838.908
4470,0.025834128,165.1526,0,1998,2,0,164.4526
3525,0.0,51.2666,6,2004,1,1,410.1328
8402,0.014072399,127.3652,2,2007,1,1,1679.1476
3115,0.025473816,83.1934,3,2009,2,2,1146.5076
3952,0.049162885,146.9102,8,1997,0,1,1895.5326
1937,0.092711708,197.7768,0,1998,2,0,197.0768
1321,0.075889215,37.6532,7,2002,1,1,575.2512
1125,0.026520107,144.8128,2,2007,1,1,2157.192
2511,0.06356617,151.3708,8,1997,0,1,3611.2992
1527,0.069809115,90.5146,2,2007,1,1,729.7168
6360,0.112893408,131.0626,0,1998,2,0,524.6504
7302,0.043551753,184.495,5,1985,2,3,7873.085
7962,0.069903773,188.6214,6,2004,1,1,565.2642
4825,0.087310672,95.541,9,1999,0,1,1544.656
2458,0.083643716,196.0426,9,1999,0,1,2570.6538
2495,0.073354286,66.8142,6,2004,1,1,2372.9112
5487,0.025286583,151.8024,8,1997,0,1,1366.2216
3877,0.02136022,120.4124,3,2009,2,2,1777.686
1111,0.045266806,36.9874,8,1997,0,1,705.748
1408,0.014793357,191.5162,8,1997,0,1,3078.6592
3272,0.083929569,182.4292,9,1999,0,1,4925.5884
3137,0.127424932,208.127,6,2004,1,1,2306.997
508,0.039954281,82.4908,6,2004,1,1,2013.3792
7335,0.055793586,139.7496,1,1987,2,1,3952.1888
7011,0.140811559,173.5764,3,2009,2,2,2061.3168
7440,0.058465268,145.3128,7,2002,1,1,1869.5664
2264,0.14571827,94.3436,5,1985,2,3,2269.0464
4478,0.040747616,140.2496,5,1985,2,3,4093.3384
3749,0.171174491,156.463,7,2002,1,1,938.778
7406,0.025041738,218.7508,7,2002,1,1,3255.762
6369,0.054079556,165.9526,2,2007,1,1,2631.2416
2589,0.060405784,234.5616,5,1985,2,3,6796.4864
1502,0.089069748,62.751,3,2009,2,2,1707.777
2538,0.058121214,115.8834,6,2004,1,1,1382.2008
6203,0.107057186,144.9786,8,1997,0,1,2022.7004
1320,0.053553794,178.6002,9,1999,0,1,3582.004
4787,0.021719387,163.1184,6,2004,1,1,3467.4864
1233,0.029893094,81.096,0,1998,2,0,159.792
2236,0.079506434,78.3644,7,2002,1,1,1728.4168
5672,0.044814962,174.4054,6,2004,1,1,4027.4242
4777,0.128283243,226.1404,8,1997,0,1,3375.606
1629,0.160095901,61.5194,2,2007,1,1,1052.6298
5370,0.022441883,143.8812,1,1987,2,1,2707.1428
2789,0.041608488,165.4526,6,2004,1,1,1644.526
6460,0.027114238,151.9682,7,2002,1,1,1677.1502
7382,0.077168705,160.6236,3,2009,2,2,1611.236
7619,0.020693619,153.1656,2,2007,1,1,1853.5872
123,0.040197932,190.153,6,2004,1,1,3036.048
2634,0.107036943,220.3772,6,2004,1,1,4447.544
7018,0.087604871,242.2512,0,1998,2,0,484.7024
4756,0.118025091,195.811,2,2007,1,1,2553.343
1796,0.061163967,56.5614,6,2004,1,1,828.921
6675,0.06112617,122.5388,1,1987,2,1,371.5164
6399,0.094916347,172.3106,5,1985,2,3,4277.765
3102,0.030751366,42.577,9,1999,0,1,952.094
2710,0.023448504,93.9778,6,2004,1,1,2816.334
6056,0.011285795,235.8248,6,2004,1,1,4266.4464
4600,0.049080853,147.7734,5,1985,2,3,4602.6754
4326,0.049267759,113.0176,3,2009,2,2,2862.94
4997,0.126199917,178.4028,3,2009,2,2,1239.7196
7928,0.060045008,128.3678,3,2009,2,2,1398.8458
765,0.058516562,164.1552,9,1999,0,1,5198.5664
1409,0.066406853,259.7962,5,1985,2,3,5697.9164
8006,0.018848862,96.7384,8,1997,0,1,2167.8448
2428,0.026163192,121.5098,1,1987,2,1,602.549
5317,0.0,100.8042,5,1985,2,3,3472.147
1745,0.125170423,261.491,1,1987,2,1,3418.883
7008,0.079342006,226.0062,9,1999,0,1,1805.6496
3336,0.205605116,207.7638,0,1998,2,0,621.1914
4883,0.014921093,173.908,3,2009,2,2,1211.756
6245,0.09942555,87.0856,9,1999,0,1,527.3136
8299,0.020600553,147.5734,9,1999,0,1,3414.8882
8273,0.297312685,185.4266,4,1985,0,0,368.8532
5188,0.046824729,155.1998,3,2009,2,2,2460.7968
4517,0.019227816,163.9842,4,1985,0,0,331.5684
8038,0.042123243,32.09,2,2007,1,1,432.77
7021,0.015676231,144.047,8,1997,0,1,286.294
7239,0.087669485,127.2678,8,1997,0,1,2416.1882
6819,0.016135764,195.6478,9,1999,0,1,4262.4516
1873,0.043304681,147.5418,0,1998,2,0,294.2836
2614,0.033692089,76.2354,3,2009,2,2,1279.0018
6434,0.04923932,144.4102,9,1999,0,1,4374.306
2138,0.0,46.5376,1,1987,2,1,575.2512
798,0.024521191,100.6332,6,2004,1,1,2665.8632
4071,0.026248606,255.1356,3,2009,2,2,3815.034
5966,0.019438042,95.541,0,1998,2,0,96.541
6103,0.095298849,171.8106,1,1987,2,1,3935.5438
6667,0.033737273,56.6614,5,1985,2,3,607.8754
626,0.065901299,188.7214,3,2009,2,2,1695.7926
4591,0.14492016,224.4404,1,1987,2,1,1800.3232
8036,0.02930277,256.1646,5,1985,2,3,5926.2858
1616,0.162147349,37.719,3,2009,2,2,549.285
1782,0.0,121.644,7,2002,1,1,1557.972
2206,0.076198809,191.3846,7,2002,1,1,2675.1844
1890,0.059268885,246.446,2,2007,1,1,3695.19
790,0.094083303,252.2698,1,1987,2,1,2790.3678
6653,0.126758324,124.5362,3,2009,2,2,1132.5258
7,0.127469857,107.7622,5,1985,2,3,4022.7636
2414,0.076214289,96.541,7,2002,1,1,1834.279
7486,0.076002991,83.4908,7,2002,1,1,503.3448
8391,0.146172453,103.3648,8,1997,0,1,3219.8088
2276,0.077480627,101.399,4,1985,0,0,206.398
2960,0.0,197.111,9,1999,0,1,3731.809
7955,0.039638705,166.0526,9,1999,0,1,3124.5994
417,0.0194158,41.6454,4,1985,0,0,83.8908
7374,0.027570939,86.6198,5,1985,2,3,2529.3742
742,0.139419417,66.0826,4,1985,0,0,258.3304
2127,0.019536981,170.0474,9,1999,0,1,4211.185
5310,0.057585723,113.7834,0,1998,2,0,115.1834
4588,0.07278643,49.4376,4,1985,0,0,191.7504
3593,0.070297175,216.385,7,2002,1,1,3678.545
1909,0.025519534,238.7538,9,1999,0,1,3605.307
5265,0.02286663,102.8332,5,1985,2,3,2768.3964
6704,0.148673586,197.2452,0,1998,2,0,195.7452
7096,0.094952408,101.1332,3,2009,2,2,1332.9316
5438,0.0,79.596,8,1997,0,1,1038.648
824,0.078547351,79.3276,5,1985,2,3,1380.8692
8059,0.160951491,256.1014,9,1999,0,1,3060.0168
116,0.160760054,192.4478,2,2007,1,1,4843.695
1481,0.0901292,89.8856,0,1998,2,0,175.7712
1904,0.077254736,257.633,1,1987,2,1,1537.998
3216,0.180096791,57.3904,0,1998,2,0,117.1808
2371,0.018008071,180.466,1,1987,2,1,3415.554
4669,0.009954237,158.263,9,1999,0,1,2659.871
7949,0.274592283,167.8474,4,1985,0,0,336.8948
8095,0.093824276,119.9124,2,2007,1,1,2014.7108
3799,0.12152072,118.0466,8,1997,0,1,1060.6194
1024,0.029445361,257.6646,8,1997,0,1,2061.3168
6557,0.036359891,90.7488,1,1987,2,1,2263.72
592,0.067141355,114.586,6,2004,1,1,2942.836
7879,0.027028323,127.0336,9,1999,0,1,3962.8416
8175,0.016979326,177.037,5,1985,2,3,3352.303
2022,0.0,73.4696,1,1987,2,1,2087.9488
3980,0.042377219,123.7388,7,2002,1,1,1609.9044
1107,0.024944396,95.441,6,2004,1,1,2220.443
3825,0.048738407,152.8682,5,1985,2,3,5031.4506
7322,0.042646566,225.172,7,2002,1,1,452.744
2508,0.111381428,106.7622,5,1985,2,3,2964.1416
7516,0.038313981,109.957,5,1985,2,3,4504.137
1797,0.07821891,107.6596,7,2002,1,1,323.5788
1508,0.0,224.4404,3,2009,2,2,5626.01
127,0.102349519,52.7956,2,2007,1,1,928.1252
4691,0.076431919,113.2202,3,2009,2,2,2025.3636
8339,0.027190917,194.811,3,2009,2,2,2160.521
2437,0.116108797,164.121,5,1985,2,3,6035.477
403,0.017719277,211.0244,8,1997,0,1,3811.0392
150,0.151419185,50.3692,2,2007,1,1,1034.6532
2023,0.036729122,179.7976,9,1999,0,1,2535.3664
6490,0.053576661,200.5742,1,1987,2,1,2388.8904
5533,0.067011609,197.1084,7,2002,1,1,2182.4924
5725,0.027714371,65.6168,8,1997,0,1,830.9184
2444,0.026880159,106.428,8,1997,0,1,1491.392
2442,0.078041216,258.4962,3,2009,2,2,2848.9582
62,0.012090074,38.2848,5,1985,2,3,484.7024
6432,0.070721656,113.286,1,1987,2,1,1471.418
6352,0.02295878,101.6332,1,1987,2,1,1845.5976
2544,0.076547632,109.5228,6,2004,1,1,1657.842
6496,0.0,127.102,2,2007,1,1,253.004
4191,0.021220113,55.1298,6,2004,1,1,1240.3854
7739,0.076045655,96.541,6,2004,1,1,3765.099
3109,0.043322254,39.6164,7,2002,1,1,1004.0264
3557,0.032009653,117.2492,7,2002,1,1,2432.8332
5055,0.118180011,56.2588,8,1997,0,1,1030.6584
6287,0.04572322,222.1456,9,1999,0,1,5747.1856
7557,0.037885683,190.4188,9,1999,0,1,952.094
7326,0.060912865,173.8712,3,2009,2,2,4570.0512
7854,0.159193194,92.712,5,1985,2,3,3635.268
1576,0.0127517,55.5588,8,1997,0,1,1603.2464
3632,0.010039493,181.7608,3,2009,2,2,1102.5648
4708,0.03549838,36.6506,3,2009,2,2,455.4072
3590,0.059160135,191.553,2,2007,1,1,6641.355
3285,0.010937229,55.8588,6,2004,1,1,801.6232
2153,0.055566935,263.591,4,1985,0,0,262.991
4332,0.028180789,46.8744,7,2002,1,1,905.488
3676,0.14215211,263.5884,2,2007,1,1,2384.8956
222,0.110030997,37.2506,8,1997,0,1,265.6542
525,0.062411404,225.9062,8,1997,0,1,5416.9488
6489,0.0,146.2786,0,1998,2,0,433.4358
5906,0.022954444,184.495,9,1999,0,1,4028.09
120,0.035307322,47.5034,2,2007,1,1,680.4476
5781,0.0,156.4946,9,1999,0,1,2998.0974
6732,0.015863075,161.821,1,1987,2,1,2446.815
6703,0.047260402,102.8016,9,1999,0,1,1922.8304
2380,0.118858866,263.291,9,1999,0,1,3418.883
3134,0.015700603,141.147,9,1999,0,1,2719.793
6735,0.023135131,44.8428,1,1987,2,1,703.0848
4289,0.059846975,262.5226,8,1997,0,1,9779.9362
2283,0.094567181,104.5332,8,1997,0,1,1845.5976
181,0.007294652,198.1426,7,2002,1,1,988.713
8306,0.122761775,124.373,9,1999,0,1,2093.941
4485,0.022843501,177.8686,8,1997,0,1,4621.9836
968,0.0,120.644,6,2004,1,1,1917.504
627,0.041622264,124.0072,9,1999,0,1,4042.7376
5641,0.086384841,153.2998,1,1987,2,1,2153.1972
4765,0.034845668,242.7828,1,1987,2,1,3167.8764
7500,0.115500999,161.1236,3,2009,2,2,644.4944
3330,0.045761855,125.602,7,2002,1,1,632.51
8129,0.035740763,131.9284,6,2004,1,1,659.142
8456,0.029131242,123.8414,7,2002,1,1,487.3656
3454,0.169667145,183.5266,1,1987,2,1,4426.2384
1365,0.041557653,124.5072,8,1997,0,1,2450.144
5490,0.102932246,93.212,7,2002,1,1,1304.968
4427,0.077079177,61.5536,5,1985,2,3,918.804
4006,0.27321283,240.9538,4,1985,0,0,480.7076
614,0.123086812,206.9638,7,2002,1,1,1035.319
5382,0.0,84.5908,5,1985,2,3,3020.0688
3078,0.031598706,172.9764,7,2002,1,1,2233.0932
266,0.056245075,43.3454,1,1987,2,1,1006.6896
3841,0.06082402,98.7384,1,1987,2,1,1773.6912
7206,0.018275816,110.8544,0,1998,2,0,111.8544
3973,0.0,55.2614,3,2009,2,2,552.614
1932,0.076868664,62.1194,4,1985,0,0,123.8388
2199,0.106327251,172.8396,8,1997,0,1,2616.594
6689,0.045556681,85.3882,3,2009,2,2,1288.323
3190,0.099879337,195.1452,1,1987,2,1,1761.7068
1807,0.127599399,118.9098,4,1985,0,0,120.5098
225,0.017116983,211.956,4,1985,0,0,213.056
4201,0.014656564,208.5638,7,2002,1,1,2277.7018
6509,0.103442268,144.847,8,1997,0,1,2433.499
5604,0.023402893,108.228,4,1985,0,0,213.056
2176,0.032075379,50.9008,1,1987,2,1,354.2056
4726,0.031139933,74.8012,4,1985,0,0,303.6048
6827,0.017746826,210.8244,9,1999,0,1,2540.6928
2068,0.028984804,146.1786,1,1987,2,1,3034.0506
4966,0.054928641,101.7358,6,2004,1,1,1508.037
6386,0.078874948,37.4506,3,2009,2,2,303.6048
2098,0.037657459,175.8054,7,2002,1,1,2801.6864
1186,0.079419755,99.8042,9,1999,0,1,1488.063
2963,0.160852421,131.3942,0,1998,2,0,397.4826
4038,0.081794766,173.6054,9,1999,0,1,700.4216
2489,0.008960445,119.1756,9,1999,0,1,1696.4584
5987,0.125964559,124.773,9,1999,0,1,2956.152
5851,0.034813556,128.402,3,2009,2,2,1265.02
6022,0.153494979,48.935,8,1997,0,1,798.96
4803,0.058185842,220.8456,5,1985,2,3,4199.8664
2186,0.028139761,173.7422,5,1985,2,3,3621.2862
8310,0.0,169.0816,1,1987,2,1,3523.4136
2870,0.005963881,99.5358,8,1997,0,1,1407.5012
2349,0.063429818,179.4318,9,1999,0,1,2345.6134
6316,0.024998007,174.4422,3,2009,2,2,3448.844
3730,0.015328106,107.5938,9,1999,0,1,1822.2946
5784,0.199955274,182.3976,0,1998,2,0,724.3904
284,0.193772568,190.3846,4,1985,0,0,573.2538
5755,0.119436131,94.7094,1,1987,2,1,1047.3034
3306,0.141129263,121.6072,5,1985,2,3,3430.2016
7719,0.0,83.825,2,2007,1,1,1414.825
920,0.05787008,49.7008,4,1985,0,0,50.6008
5529,0.110888167,181.6292,0,1998,2,0,1094.5752
8208,0.038904624,245.4144,2,2007,1,1,6615.3888
7973,0.187558629,148.0418,8,1997,0,1,1471.418
7836,0.041247932,101.8332,1,1987,2,1,2255.7304
4830,0.111301625,107.5912,8,1997,0,1,1528.6768
5908,0.044024163,125.902,0,1998,2,0,126.502
7378,0.08511049,215.7218,3,2009,2,2,1923.4962
2392,0.00827301,150.4708,1,1987,2,1,1956.1204
2354,0.012789884,39.1822,2,2007,1,1,1060.6194
7385,0.078903499,177.637,7,2002,1,1,4234.488
99,0.074627201,187.8556,8,1997,0,1,1314.2892
922,0.064367627,126.1704,1,1987,2,1,876.1928
8332,0.049279392,65.7168,3,2009,2,2,575.2512
1402,0.0814536,36.819,9,1999,0,1,768.999
8396,0.112893431,123.3388,7,2002,1,1,2972.1312
4263,0.058545606,155.8314,4,1985,0,0,310.2628
2469,0.0,103.0016,6,2004,1,1,2125.2336
2273,0.023974769,99.0042,2,2007,1,1,694.4294
5736,0.123264522,123.273,2,2007,1,1,1108.557
4108,0.0,126.6994,4,1985,0,0,256.9988
1546,0.128459481,102.0332,9,1999,0,1,2050.664
617,0.046545786,59.9878,1,1987,2,1,484.7024
1092,0.099428487,187.8898,5,1985,2,3,7296.5022
4186,0.035247642,84.7224,9,1999,0,1,1619.2256
612,0.01946418,196.3794,1,1987,2,1,1950.794
885,0.079844043,226.3036,1,1987,2,1,4098.6648
5500,0.17514326,222.3772,5,1985,2,3,9562.2196
4953,0.02128304,153.5024,9,1999,0,1,2428.8384
8127,0.091971856,251.6408,8,1997,0,1,6008.1792
7020,0.041681059,164.2526,9,1999,0,1,1315.6208
3444,0.025756826,87.2172,6,2004,1,1,802.9548
7426,0.05671761,62.9168,7,2002,1,1,1406.1696
777,0.03217132,184.824,6,2004,1,1,4287.752
1638,0.011443222,73.5038,9,1999,0,1,1478.076
6082,0.032463574,139.9154,5,1985,2,3,4963.539
6448,0.076369874,97.241,3,2009,2,2,1448.115
3252,0.105893301,86.254,4,1985,0,0,519.324
2903,0.036346224,72.9696,6,2004,1,1,596.5568
8418,0.151180862,47.5692,3,2009,2,2,443.4228
28,0.161466534,45.5086,0,1998,2,0,178.4344
5618,0.013442036,104.528,2,2007,1,1,1065.28
5162,0.119371835,45.2744,5,1985,2,3,905.488
3280,0.152099033,252.6382,6,2004,1,1,3532.7348
3604,0.016582833,50.5034,1,1987,2,1,1458.102
6007,0.066352552,181.2292,9,1999,0,1,4195.8716
3393,0.132083542,189.5872,8,1997,0,1,3403.5696
6634,0.0,54.9614,9,1999,0,1,552.614
7764,0.071597469,60.8536,7,2002,1,1,918.804
74,0.186357148,254.3698,9,1999,0,1,5580.7356
4611,0.041556697,104.4332,4,1985,0,0,307.5996
5405,0.014488997,183.795,7,2002,1,1,2929.52
4078,0.0,119.8124,5,1985,2,3,1659.1736
3505,0.01532563,153.434,9,1999,0,1,459.402
3143,0.033997473,129.9284,9,1999,0,1,1845.5976
2609,0.096407554,210.8612,7,2002,1,1,3344.9792
2227,0.025583714,239.1538,3,2009,2,2,480.7076
2002,0.071301323,190.8162,2,2007,1,1,2693.8268
6253,0.021539999,182.4976,7,2002,1,1,1629.8784
1584,0.034658144,155.8288,9,1999,0,1,1099.9016
1517,0.053527105,185.1608,9,1999,0,1,2388.8904
4212,0.038729057,117.1808,8,1997,0,1,1874.8928
6437,0.036773101,250.3092,0,1998,2,0,249.0092
3148,0.171093639,155.663,9,1999,0,1,2034.019
1072,0.042233642,173.3764,6,2004,1,1,2061.3168
2691,0.024651269,179.5686,8,1997,0,1,1422.1488
1799,0.062235983,34.5532,1,1987,2,1,359.532
2820,0.055518167,217.3166,2,2007,1,1,1306.2996
4242,0.09031453,130.5626,3,2009,2,2,1180.4634
2633,0.048218142,42.2138,9,1999,0,1,690.4346
3958,0.031151714,158.7578,9,1999,0,1,2085.9514
3404,0.087045086,196.7794,5,1985,2,3,6242.5408
5696,0.024213342,116.715,7,2002,1,1,1281.665
4718,0.156802171,242.1538,6,2004,1,1,4326.3684
7732,0.040599963,244.0144,2,2007,1,1,5635.3312
8315,0.019559746,193.7794,3,2009,2,2,2926.191
3246,0.097536998,225.3746,1,1987,2,1,3365.619
4505,0.114170506,158.9604,7,2002,1,1,1743.0644
2684,0.079279489,77.2644,1,1987,2,1,1335.5948
5719,0.06216667,112.3518,4,1985,0,0,683.1108
115,0.032677678,239.0906,9,1999,0,1,5942.265
4384,0.013926425,93.0462,6,2004,1,1,1110.5544
8398,0.016052446,106.7964,7,2002,1,1,1367.5532
8090,0.037160705,54.2298,4,1985,0,0,161.7894
3702,0.062762374,50.4034,0,1998,2,0,48.6034
3596,0.142986863,130.3994,1,1987,2,1,2826.9868
5277,0.022395357,96.5094,6,2004,1,1,1332.9316
337,0.087584126,221.7456,7,2002,1,1,6410.3224
7073,0.051677051,258.062,3,2009,2,2,2856.282
2687,0.0,175.4028,5,1985,2,3,6729.9064
7156,0.060668416,172.4106,7,2002,1,1,2908.8802
7664,0.029492018,188.0556,3,2009,2,2,938.778
4142,0.100482186,111.8886,3,2009,2,2,1667.829
4843,0.088908547,192.8504,1,1987,2,1,2876.256
1973,0.029827665,144.3444,9,1999,0,1,2612.5992
7303,0.163941937,117.0124,8,1997,0,1,1540.6612
753,0.030510526,211.4244,8,1997,0,1,7833.8028
4558,0.054507422,96.3094,1,1987,2,1,666.4658
1938,0.017844609,81.396,1,1987,2,1,1198.44
673,0.053523765,55.393,2,2007,1,1,1471.418
2712,0.024404558,198.311,8,1997,0,1,2553.343
3511,0.158096128,86.3882,4,1985,0,0,85.8882
1201,0.111613921,152.6998,9,1999,0,1,3383.5956
7738,0.083698962,163.4552,3,2009,2,2,2599.2832
4260,0.124126756,88.9514,2,2007,1,1,2125.2336
424,0.05213575,190.1846,9,1999,0,1,6687.961
4421,0.168531813,192.5136,2,2007,1,1,2916.204
3715,0.108879177,161.5578,9,1999,0,1,320.9156
664,0.018485511,253.1698,3,2009,2,2,1522.0188
350,0.056695731,104.0648,3,2009,2,2,1869.5664
447,0.0,45.9428,1,1987,2,1,790.9704
709,0.047187038,100.6016,8,1997,0,1,1619.2256
7185,0.03321399,154.934,8,1997,0,1,1225.072
1924,0.06302467,181.6318,5,1985,2,3,1263.0226
5818,0.015708023,143.447,7,2002,1,1,2576.646
1221,0.011180713,53.8614,1,1987,2,1,221.0456
